Date,Time,,,Time_corr,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb,
1/31/2019,20:02:52,0.8353,0.25,14:02:52,121254,812,15.91,26.64,77784,41.72,0.733294303,1.58063E-05,0.6956,0.0099,0.000225783,7.23484E-06,7.234841321,0.537720534,3.89643888,15.18223594,,,,,
1/31/2019,20:02:52,0.8353,0.25,14:02:52,121759,818,15.98,26.64,77797,41.7,0.741330027,1.60063E-05,0.7044,0.0187,0.000425783,1.36412E-05,13.64121636,0.549570209,10.2662578,105.3960493,,,,,
1/31/2019,20:02:53,0.8353,0.25,14:02:53,122258,808,16.23,26.64,77803,41.7,0.770029043,0.000015673,0.6898,0.0041,9.24501E-05,2.96168E-06,2.961681289,0.592944728,-0.543834835,0.295756328,,,,,
1/31/2019,20:02:53,0.8353,0.25,14:02:53,122760,815,16.84,26.64,77823,41.7,0.840054643,1.59063E-05,0.7000,0.0143,0.000325783,1.04339E-05,10.43393731,0.705691803,6.609860729,43.69025886,,,,,
1/31/2019,20:02:54,0.8353,0.25,14:02:54,123256,819,16.99,26.64,77814,41.72,0.857274053,1.60397E-05,0.7059,0.0202,0.000459117,1.47059E-05,14.70593353,0.734918801,10.8035224,116.7160964,,,,,
1/31/2019,20:02:54,0.8353,0.25,14:02:54,123758,805,17.07,26.64,77823,41.7,0.866457738,0.000015573,0.6854,-0.0003,-7.54988E-06,-2.41801E-07,-0.241801481,0.750749011,-4.185991022,17.52252084,,,,,
1/31/2019,20:02:55,0.8354,0.25,14:02:55,124260,812,17.12,26.64,77844,41.7,0.872197541,1.58063E-05,0.6956,0.0099,0.000225783,7.22926E-06,7.229264906,0.760728551,3.258963852,10.62084539,,,,,
1/31/2019,20:02:55,0.8354,0.25,14:02:55,124762,815,17.12,26.64,77857,41.7,0.872197541,1.59063E-05,0.7000,0.0143,0.000325783,1.04294E-05,10.42938083,0.760728551,6.459079777,41.71971156,,,,,
1/31/2019,20:02:56,0.8354,0.25,14:02:56,125257,820,17.16,26.64,77861,41.72,0.876789384,0.000016073,0.7074,0.0217,0.00049245,1.57641E-05,15.76410929,0.768759623,11.77291902,138.6016224,,,,,
1/31/2019,20:02:56,0.8354,0.25,14:02:56,125759,813,17.19,26.64,77862,41.7,0.880233266,1.58397E-05,0.6971,0.0114,0.000259117,8.29463E-06,8.294632803,0.774810602,4.287775631,18.38501987,,,,,
1/31/2019,20:02:57,0.8354,0.25,14:02:57,126261,816,17.14,26.63,77868,41.7,0.874493462,1.59397E-05,0.7015,0.0158,0.000359117,1.14945E-05,11.49448102,0.764738816,7.513735365,56.45621913,,,,,
1/31/2019,20:02:57,0.8354,0.25,14:02:57,126735,821,17.13,26.64,77877,41.72,0.873345502,1.61063E-05,0.7088,0.0231,0.000525783,1.68277E-05,16.82770414,0.762732365,12.85218078,165.1785509,,,,,
1/31/2019,20:02:58,0.8354,0.25,14:02:58,127237,816,17.19,26.64,77881,41.72,0.880233266,1.59397E-05,0.7015,0.0158,0.000359117,1.14929E-05,11.49294572,0.774810602,7.486088544,56.0415217,,,,,
1/31/2019,20:02:58,0.8354,0.25,14:02:58,127738,801,17.13,26.64,77880,41.72,0.873345502,1.54397E-05,0.6795,-0.0062,-0.000140883,-4.50879E-06,-4.508794616,0.762732365,-8.484317972,71.98365145,,,,,
1/31/2019,20:02:59,0.8354,0.25,14:02:59,128240,815,17.04,26.63,77892,41.7,0.863013856,1.59063E-05,0.7000,0.0143,0.000325783,1.04243E-05,10.42434676,0.744792915,6.495824125,42.19573106,,,,,
1/31/2019,20:02:59,0.8354,0.25,14:02:59,128742,812,17.08,26.64,77913,41.72,0.867605698,1.58063E-05,0.6956,0.0099,0.000225783,7.22286E-06,7.222862646,0.752739648,3.273450802,10.71548016,,,,,
1/31/2019,20:03:00,0.8354,0.25,14:03:00,129244,817,17.05,26.64,77914,41.72,0.864161817,0.000015973,0.7030,0.0173,0.00039245,1.25544E-05,12.55440495,0.746775645,8.620660015,74.31577909,,,,,
1/31/2019,20:03:00,0.8354,0.25,14:03:00,129745,795,17.04,26.64,77920,41.72,0.863013856,1.52397E-05,0.6707,-0.0150,-0.000340883,-1.09039E-05,-10.90394939,0.744792915,-14.83247203,220.0022264,,,,,
1/31/2019,20:03:01,0.8354,0.25,14:03:01,130248,794,17.08,26.66,77930,41.7,0.867605698,1.52063E-05,0.6692,-0.0165,-0.000374217,-1.19695E-05,-11.96945674,0.752739648,-15.91886858,253.4103768,,,,,
1/31/2019,20:03:01,0.8354,0.25,14:03:01,130750,815,17.05,26.64,77927,41.72,0.864161817,1.59063E-05,0.7000,0.0143,0.000325783,1.042E-05,10.42001236,0.746775645,6.486267426,42.07166512,,,,,
1/31/2019,20:03:02,0.8354,0.25,14:03:02,131252,812,16.99,26.64,77933,41.72,0.857274053,1.58063E-05,0.6956,0.0099,0.000225783,7.22101E-06,7.221009038,0.734918801,3.318597917,11.01309214,,,,,
1/31/2019,20:03:02,0.8354,0.25,14:03:02,131753,811,16.96,26.64,77939,41.7,0.853830171,0.000015773,0.6942,0.0085,0.00019245,6.15447E-06,6.154468178,0.72902596,2.267723966,5.142571984,,,,,
1/31/2019,20:03:03,0.8355,0.25,14:03:03,132255,810,16.94,26.64,77950,41.72,0.851534249,1.57397E-05,0.6927,0.0070,0.000159117,5.08777E-06,5.087765149,0.725110578,1.211465541,1.467648758,,,,,
1/31/2019,20:03:03,0.8355,0.25,14:03:03,132757,819,16.73,26.64,77940,41.72,0.827427076,1.60397E-05,0.7059,0.0202,0.000459117,1.46822E-05,14.6821595,0.684635566,10.91552825,119.1487569,,,,,
1/31/2019,20:03:04,0.8355,0.25,14:03:04,133259,817,16.44,26.64,77958,41.7,0.794136217,0.000015973,0.7030,0.0173,0.00039245,1.25473E-05,12.54731916,0.630652331,8.932134685,79.78303003,,,,,
1/31/2019,20:03:04,0.8355,0.25,14:03:04,133761,810,16.21,26.64,77966,41.72,0.767733122,1.57397E-05,0.6927,0.0070,0.000159117,5.08672E-06,5.086721049,0.589414147,1.59164953,2.533348227,,,,,
1/31/2019,20:03:05,0.8355,0.25,14:03:05,134261,813,16.09,26.64,77969,41.72,0.753957594,1.58397E-05,0.6971,0.0114,0.000259117,8.28325E-06,8.283249745,0.568452054,4.850845856,23.53070552,,,,,
1/31/2019,20:03:05,0.8355,0.25,14:03:05,134734,811,16.08,26.64,77975,41.72,0.752809634,0.000015773,0.6942,0.0085,0.00019245,6.15163E-06,6.151626744,0.566722345,2.724445158,7.422601419,,,,,
1/31/2019,20:03:06,0.8355,0.25,14:03:06,135234,817,16.14,26.64,77978,41.72,0.759697398,0.000015973,0.7030,0.0173,0.00039245,1.25441E-05,12.54410099,0.577140136,9.085585593,82.54786557,,,,,
1/31/2019,20:03:06,0.8355,0.25,14:03:06,135734,814,16.13,26.64,78006,41.72,0.758549437,0.000015873,0.6986,0.0129,0.00029245,9.34439E-06,9.344390192,0.575397248,5.891097094,34.70502497,,,,,
1/31/2019,20:03:07,0.8355,0.25,14:03:07,136235,824,16.11,26.64,78001,41.72,0.756253516,1.62063E-05,0.7132,0.0275,0.000625783,1.99964E-05,19.9963657,0.57191938,16.55351721,274.0189321,,,,,
1/31/2019,20:03:07,0.8355,0.25,14:03:07,136734,824,16.18,26.64,78003,41.72,0.76428924,1.62063E-05,0.7132,0.0275,0.000625783,1.99959E-05,19.995853,0.584138043,16.51644839,272.7930673,,,,,
1/31/2019,20:03:08,0.8355,0.25,14:03:08,137234,824,16.12,26.64,78014,41.72,0.757401476,1.62063E-05,0.7132,0.0275,0.000625783,1.9993E-05,19.99303358,0.573656996,16.54496278,273.7357934,,,,,
1/31/2019,20:03:08,0.8355,0.25,14:03:08,137735,812,16.24,26.64,78010,41.72,0.771177004,1.58063E-05,0.6956,0.0099,0.000225783,7.21388E-06,7.213881519,0.594713972,3.703143093,13.71326876,,,,,
1/31/2019,20:03:09,0.8355,0.25,14:03:09,138234,821,16.55,26.64,78016,41.68,0.806763784,1.61063E-05,0.7088,0.0231,0.000525783,1.67977E-05,16.79772246,0.650867803,13.12509265,172.2680571,,,,,
1/31/2019,20:03:09,0.8355,0.25,14:03:09,138734,789,16.72,26.63,78032,41.68,0.826279115,1.50397E-05,0.6619,-0.0238,-0.000540883,-1.7276E-05,-17.27600958,0.682737176,-21.03741853,442.5729785,,,,,
1/31/2019,20:03:10,0.8355,0.25,14:03:10,139234,816,16.71,26.64,78032,41.68,0.825131155,1.59397E-05,0.7015,0.0158,0.000359117,1.14707E-05,11.47070568,0.680841422,7.714519028,59.51380384,,,,,
1/31/2019,20:03:10,0.8355,0.25,14:03:10,139735,819,16.83,26.64,78047,41.68,0.838906682,1.60397E-05,0.7059,0.0202,0.000459117,1.4662E-05,14.66203072,0.703764422,10.84317644,117.5744753,,,,,
1/31/2019,20:03:11,0.8355,0.25,14:03:11,140234,816,16.93,26.64,78030,41.68,0.850386289,1.59397E-05,0.7015,0.0158,0.000359117,1.1471E-05,11.47099968,0.72315684,7.599922379,57.75882017,,,,,
1/31/2019,20:03:11,0.8355,0.25,14:03:11,140736,814,16.98,26.64,78048,41.68,0.856126092,0.000015873,0.6986,0.0129,0.00029245,9.33936E-06,9.339361692,0.732951885,5.442172874,29.61724559,,,,,
1/31/2019,20:03:12,0.8356,0.25,14:03:12,141238,816,16.98,26.64,78054,41.68,0.856126092,1.59397E-05,0.7015,0.0158,0.000359117,1.14675E-05,11.46747259,0.732951885,7.57028377,57.30919635,,,,,
1/31/2019,20:03:12,0.8356,0.25,14:03:12,141740,823,17.04,26.64,78064,41.68,0.863013856,0.000016173,0.7118,0.0261,0.00059245,1.89159E-05,18.91594998,0.744792915,14.98742735,224.6229785,,,,,
1/31/2019,20:03:13,0.8356,0.25,14:03:13,142241,818,17.2,26.64,78074,41.68,0.881381226,1.60063E-05,0.7044,0.0187,0.000425783,1.35928E-05,13.59281847,0.776832866,9.580738997,91.79055973,,,,,
1/31/2019,20:03:13,0.8356,0.25,14:03:13,142743,816,17.55,26.65,78080,41.68,0.921559849,1.59397E-05,0.7015,0.0158,0.000359117,1.1464E-05,11.4640364,0.849272555,7.269176338,52.84092463,,,,,
1/31/2019,20:03:14,0.8356,0.25,14:03:14,143245,815,17.83,26.64,78091,41.68,0.953702747,1.59063E-05,0.7000,0.0143,0.000325783,1.03981E-05,10.39812915,0.90954893,6.057044611,36.68778943,,,,,
1/31/2019,20:03:14,0.8356,0.25,14:03:14,143747,824,17.91,26.64,78098,41.68,0.962886432,1.62063E-05,0.7132,0.0275,0.000625783,1.99715E-05,19.97152963,0.927150281,15.58866668,243.0065287,,,,,
1/31/2019,20:03:15,0.8356,0.25,14:03:15,144248,800,17.9,26.64,78105,41.68,0.961738472,1.54063E-05,0.6780,-0.0077,-0.000174217,-5.55953E-06,-5.55952534,0.924940888,-9.937165995,98.74726801,,,,,
1/31/2019,20:03:15,0.8356,0.25,14:03:15,144750,807,17.68,26.66,78113,41.68,0.936483337,1.56397E-05,0.6883,0.0026,5.91168E-05,1.88644E-06,1.886442939,0.877001041,-2.37630706,5.646835241,,,,,
1/31/2019,20:03:16,0.8356,0.25,14:03:16,145252,812,17.17,26.64,78121,41.68,0.877937344,1.58063E-05,0.6956,0.0099,0.000225783,7.20363E-06,7.203631512,0.770773981,3.207218945,10.28625336,,,,,
1/31/2019,20:03:16,0.8356,0.25,14:03:16,145757,816,16.99,26.64,78128,41.68,0.857274053,1.59397E-05,0.7015,0.0158,0.000359117,1.14566E-05,11.45661101,0.734918801,7.554199894,57.06593604,,,,,
1/31/2019,20:03:17,0.8356,0.25,14:03:17,146255,800,16.67,26.65,78122,41.68,0.820539312,1.54063E-05,0.6780,-0.0077,-0.000174217,-5.5585E-06,-5.558500948,0.673284762,-9.293798385,86.37468843,,,,,
1/31/2019,20:03:17,0.8356,0.25,14:03:17,146757,795,16.12,26.64,78122,41.68,0.757401476,1.52397E-05,0.6707,-0.0150,-0.000340883,-1.08758E-05,-10.87575506,0.573656996,-14.32382585,205.1719871,,,,,
1/31/2019,20:03:18,0.8356,0.25,14:03:18,147259,818,15.97,26.65,78133,41.68,0.740182067,1.60063E-05,0.7044,0.0187,0.000425783,1.3583E-05,13.58300729,0.547869492,10.21327104,104.3109053,,,,,
1/31/2019,20:03:18,0.8356,0.25,14:03:18,147761,812,15.91,26.64,78146,41.68,0.733294303,1.58063E-05,0.6956,0.0099,0.000225783,7.20133E-06,7.201326969,0.537720534,3.862924527,14.9221859,,,,,
1/31/2019,20:03:19,0.8356,0.25,14:03:19,148262,803,15.9,26.64,78155,41.68,0.732146342,1.55063E-05,0.6824,-0.0033,-7.42165E-05,-2.36685E-06,-2.366852033,0.536038266,-5.700032172,32.49036677,,,,,
1/31/2019,20:03:20,0.8356,0.25,14:03:20,148765,819,15.94,26.64,78152,41.68,0.736738185,1.60397E-05,0.7059,0.0202,0.000459117,1.46423E-05,14.64233176,0.542783153,11.28826241,127.4248681,,,,,
1/31/2019,20:03:20,0.8356,0.25,14:03:20,149267,818,16.05,26.64,78162,41.65,0.749365752,1.60063E-05,0.7044,0.0187,0.000425783,1.35775E-05,13.57751477,0.56154903,10.16600009,103.3475578,,,,,
1/31/2019,20:03:21,0.8357,0.25,14:03:21,149769,810,16.27,26.64,78160,41.65,0.774620886,1.57397E-05,0.6927,0.0070,0.000159117,5.0741E-06,5.07409536,0.600037517,1.547690025,2.395344415,,,,,
1/31/2019,20:03:21,0.8357,0.25,14:03:21,150270,807,16.87,26.64,78163,41.65,0.843498525,1.56397E-05,0.6883,0.0026,5.91168E-05,1.88511E-06,1.88511044,0.711489761,-1.954633049,3.820590357,,,,,
1/31/2019,20:03:22,0.8357,0.25,14:03:22,150772,805,17.03,26.65,78190,41.65,0.861865895,0.000015573,0.6854,-0.0003,-7.54988E-06,-2.40675E-07,-0.240674567,0.742812821,-4.163974897,17.33868694,,,,,
1/31/2019,20:03:22,0.8357,0.25,14:03:22,151274,812,17.44,26.64,78203,41.65,0.908932282,1.58063E-05,0.6956,0.0099,0.000225783,7.19608E-06,7.196078121,0.826157893,3.058663385,9.355421703,,,,,
1/31/2019,20:03:23,0.8357,0.25,14:03:23,151777,818,17.91,26.64,78216,41.65,0.962886432,1.60063E-05,0.7044,0.0187,0.000425783,1.35681E-05,13.56814091,0.927150281,9.185277951,84.36933104,,,,,
1/31/2019,20:03:23,0.8357,0.25,14:03:23,152278,818,17.96,26.64,78232,41.65,0.968626235,1.60063E-05,0.7044,0.0187,0.000425783,1.35654E-05,13.56536595,0.938236784,9.156391484,83.839505,,,,,
1/31/2019,20:03:24,0.8357,0.25,14:03:24,152779,810,17.99,26.63,78225,41.65,0.972070117,1.57397E-05,0.6927,0.0070,0.000159117,5.06971E-06,5.069709995,0.944920313,0.645068617,0.41611352,,,,,
1/31/2019,20:03:24,0.8357,0.25,14:03:24,153281,808,18.03,26.64,78250,41.65,0.97666196,0.000015673,0.6898,0.0041,9.24501E-05,2.94476E-06,2.944762803,0.953868584,-1.500767786,2.252303946,,,,,
1/31/2019,20:03:25,0.8357,0.25,14:03:25,153783,816,18.1,26.64,78251,41.65,0.984697685,1.59397E-05,0.7015,0.0158,0.000359117,1.14386E-05,11.43860277,0.96962953,6.956516063,48.39311574,,,,,
1/31/2019,20:03:25,0.8357,0.25,14:03:25,154285,810,18.49,26.64,78257,41.65,1.02946815,1.57397E-05,0.6927,0.0070,0.000159117,5.06781E-06,5.06780599,1.059804672,0.382049482,0.145961807,,,,,
1/31/2019,20:03:26,0.8357,0.25,14:03:26,154786,812,18.75,26.64,78266,41.65,1.059315127,1.58063E-05,0.6956,0.0099,0.000225783,7.19029E-06,7.190285658,1.122148538,2.368749284,5.610973171,,,,,
1/31/2019,20:03:26,0.8357,0.25,14:03:26,155291,808,18.88,26.64,78270,41.65,1.074238615,0.000015673,0.6898,0.0041,9.24501E-05,2.94401E-06,2.94401034,1.153988602,-1.945415968,3.784643287,,,,,
1/31/2019,20:03:27,0.8357,0.25,14:03:27,155790,806,18.88,26.64,78283,41.65,1.074238615,1.56063E-05,0.6868,0.0011,2.57835E-05,8.2092E-07,0.820920064,1.153988602,-4.068506244,16.55274306,,,,,
1/31/2019,20:03:27,0.8357,0.25,14:03:27,156292,810,18.93,26.66,78284,41.65,1.079978418,1.57397E-05,0.6927,0.0070,0.000159117,5.0664E-06,5.066396087,1.166353384,0.150858266,0.022758217,,,,,
1/31/2019,20:03:28,0.8357,0.25,14:03:28,156793,812,18.88,26.64,78315,41.65,1.074238615,1.58063E-05,0.6956,0.0099,0.000225783,7.18579E-06,7.185786852,1.153988602,2.296360544,5.27327175,,,,,
1/31/2019,20:03:28,0.8357,0.25,14:03:28,157295,827,18.94,26.64,78307,41.68,1.081126379,1.63063E-05,0.7176,0.0319,0.000725783,2.31012E-05,23.10115223,1.168834247,18.1803921,330.526657,,,,,
1/31/2019,20:03:29,0.8358,0.25,14:03:29,157797,812,18.98,26.67,78314,41.68,1.085718222,1.58063E-05,0.6956,0.0099,0.000225783,7.1866E-06,7.1865977,1.178784057,2.244948366,5.039793166,,,,,
1/31/2019,20:03:29,0.8358,0.25,14:03:29,158299,827,19.05,26.64,78311,41.68,1.093753946,1.63063E-05,0.7176,0.0319,0.000725783,2.31E-05,23.09997226,1.196297695,18.1217668,328.3984321,,,,,
1/31/2019,20:03:30,0.8358,0.25,14:03:30,158800,814,19.14,26.64,78320,41.68,1.104085592,0.000015873,0.6986,0.0129,0.00029245,9.30693E-06,9.306926728,1.219004994,4.281720553,18.33313089,,,,,
1/31/2019,20:03:30,0.8358,0.25,14:03:30,159302,807,19.28,26.64,78342,41.68,1.120157041,1.56397E-05,0.6883,0.0026,5.91168E-05,1.8808E-06,1.880803239,1.254751797,-3.217515172,10.35240388,,,,,
1/31/2019,20:03:31,0.8358,0.25,14:03:31,159804,812,19.35,26.65,78354,41.68,1.128192766,1.58063E-05,0.6956,0.0099,0.000225783,7.18245E-06,7.182449766,1.272818916,2.047575237,4.192564351,,,,,
1/31/2019,20:03:31,0.8358,0.25,14:03:31,160306,806,19.13,26.64,78355,41.68,1.102937631,1.56063E-05,0.6868,0.0011,2.57835E-05,8.20166E-07,0.820165724,1.216471419,-4.199818148,17.63847248,,,,,
1/31/2019,20:03:32,0.8358,0.25,14:03:32,160807,821,18.98,26.64,78349,41.68,1.085718222,1.61063E-05,0.7088,0.0231,0.000525783,1.67263E-05,16.72632855,1.178784057,11.78467921,138.8786642,,,,,
1/31/2019,20:03:32,0.8358,0.25,14:03:32,161309,811,18.72,26.64,78377,41.68,1.055871245,0.000015773,0.6942,0.0085,0.00019245,6.12007E-06,6.120074707,1.114864085,1.314205241,1.727135415,,,,,
1/31/2019,20:03:33,0.8358,0.25,14:03:33,161806,808,18.35,26.66,78400,41.68,1.013396701,0.000015673,0.6898,0.0041,9.24501E-05,2.93932E-06,2.93932477,1.026972873,-1.673319501,2.799998154,,,,,
1/31/2019,20:03:33,0.8358,0.25,14:03:33,162308,832,18.02,26.66,78414,41.68,0.975513999,0.000016473,0.7250,0.0393,0.00089245,2.83692E-05,28.36916028,0.951627563,23.92885199,572.5899576,,,,,
1/31/2019,20:03:34,0.8358,0.25,14:03:34,162809,807,17.95,26.64,78416,41.68,0.967478275,1.56397E-05,0.6883,0.0026,5.91168E-05,1.87903E-06,1.879028353,0.936014212,-2.524723815,6.374230341,,,,,
1/31/2019,20:03:34,0.8358,0.25,14:03:34,163305,827,17.66,26.66,78413,41.68,0.934187416,1.63063E-05,0.7176,0.0319,0.000725783,2.30715E-05,23.07146278,0.872706128,18.81915738,354.1606846,,,,,
1/31/2019,20:03:35,0.8358,0.25,14:03:35,163807,814,17.22,26.64,78417,41.68,0.883677148,0.000015873,0.6986,0.0129,0.00029245,9.29541E-06,9.295414277,0.780885301,5.272890197,27.80337103,,,,,
1/31/2019,20:03:35,0.8358,0.25,14:03:35,164310,821,16.99,26.64,78431,41.68,0.857274053,1.61063E-05,0.7088,0.0231,0.000525783,1.67088E-05,16.70884109,0.734918801,12.80642997,164.0046485,,,,,
1/31/2019,20:03:36,0.8358,0.25,14:03:36,164810,822,16.7,26.64,78438,41.68,0.823983194,1.61397E-05,0.7103,0.0246,0.000559117,1.77666E-05,17.76655342,0.678948304,14.01558908,196.4367372,,,,,
1/31/2019,20:03:36,0.8358,0.25,14:03:36,165310,808,16.14,26.65,78432,41.68,0.759697398,0.000015673,0.6898,0.0041,9.24501E-05,2.93803E-06,2.938027535,0.577140136,-0.520487866,0.270907619,,,,,
1/31/2019,20:03:37,0.8358,0.25,14:03:37,165812,807,15.95,26.66,78452,41.68,0.737886145,1.56397E-05,0.6883,0.0026,5.91168E-05,1.87829E-06,1.878291405,0.544475963,-1.481000247,2.193361733,,,,,
1/31/2019,20:03:37,0.8358,0.25,14:03:37,166313,809,15.65,26.66,78466,41.68,0.703447326,1.57063E-05,0.6912,0.0055,0.000125783,3.99575E-06,3.995748561,0.49483814,0.793125987,0.629048831,,,,,
1/31/2019,20:03:38,0.8359,0.25,14:03:38,166815,813,15.28,26.64,78471,41.68,0.660972782,1.58397E-05,0.6971,0.0114,0.000259117,8.23026E-06,8.230259578,0.436885018,5.220862199,27.2574021,,,,,
1/31/2019,20:03:38,0.8359,0.25,14:03:38,167317,816,15.11,26.65,78456,41.68,0.641457451,1.59397E-05,0.7015,0.0158,0.000359117,1.14091E-05,11.40909506,0.411467661,8.488476828,72.05423886,,,,,
1/31/2019,20:03:39,0.8359,0.25,14:03:39,167819,816,15.23,26.67,78468,41.68,0.655232979,1.59397E-05,0.7015,0.0158,0.000359117,1.14081E-05,11.40811128,0.429330256,8.424825418,70.97768332,,,,,
1/31/2019,20:03:39,0.8359,0.25,14:03:39,168321,808,15.66,26.66,78480,41.65,0.704595286,0.000015673,0.6898,0.0041,9.24501E-05,2.93633E-06,2.936328516,0.496454518,-0.271516361,0.073721134,,,,,
1/31/2019,20:03:40,0.8359,0.25,14:03:40,168822,820,15.95,26.65,78488,41.65,0.737886145,0.000016073,0.7074,0.0217,0.00049245,1.56387E-05,15.63869962,0.544475963,12.27940797,150.78386,,,,,
1/31/2019,20:03:40,0.8359,0.25,14:03:40,169324,812,16.01,26.66,78499,41.65,0.744773909,1.58063E-05,0.6956,0.0099,0.000225783,7.16942E-06,7.169421784,0.554688176,3.778796316,14.2793016,,,,,
1/31/2019,20:03:41,0.8359,0.25,14:03:41,169826,822,15.98,26.66,78503,41.65,0.741330027,1.61397E-05,0.7103,0.0246,0.000559117,1.7753E-05,17.75302711,0.549570209,14.37806855,206.7288553,,,,,
1/31/2019,20:03:41,0.8359,0.25,14:03:41,170328,806,15.92,26.65,78510,41.65,0.734442263,1.56063E-05,0.6868,0.0011,2.57835E-05,8.18574E-07,0.818573799,0.539405438,-2.525050945,6.375882276,,,,,
1/31/2019,20:03:42,0.8359,0.25,14:03:42,170829,810,15.71,26.66,78519,41.65,0.71033509,1.57397E-05,0.6927,0.0070,0.000159117,5.05123E-06,5.051232839,0.50457594,1.817276449,3.302493691,,,,,
1/31/2019,20:03:42,0.8359,0.25,14:03:42,171331,811,15.58,26.66,78532,41.62,0.695411601,0.000015773,0.6942,0.0085,0.00019245,6.1084E-06,6.108402892,0.483597295,2.942336436,8.657343701,,,,,
1/31/2019,20:03:43,0.8359,0.25,14:03:43,171833,800,15.62,26.67,78536,41.62,0.700003444,1.54063E-05,0.6780,-0.0077,-0.000174217,-5.52957E-06,-5.529568348,0.490004821,-8.716524015,75.9777909,,,,,
1/31/2019,20:03:43,0.8359,0.25,14:03:43,172336,816,15.71,26.66,78543,41.62,0.71033509,1.59397E-05,0.7015,0.0158,0.000359117,1.13968E-05,11.39683765,0.50457594,8.162881256,66.63263041,,,,,
1/31/2019,20:03:44,0.8359,0.25,14:03:44,172773,816,15.86,26.67,78568,41.62,0.727554499,1.59397E-05,0.7015,0.0158,0.000359117,1.13936E-05,11.39359124,0.52933555,8.081300307,65.30741466,,,,,
1/31/2019,20:03:44,0.8359,0.25,14:03:44,173275,829,15.84,26.67,78570,41.62,0.725258578,0.000016373,0.7206,0.0349,0.00079245,2.51412E-05,25.14118855,0.526000005,21.83934222,476.9568688,,,,,
1/31/2019,20:03:45,0.8359,0.25,14:03:45,173776,813,15.91,26.67,78569,41.62,0.733294303,1.58397E-05,0.6971,0.0114,0.000259117,8.22082E-06,8.220816457,0.537720534,4.882414016,23.83796662,,,,,
1/31/2019,20:03:45,0.8359,0.25,14:03:45,174278,815,16.94,26.66,78578,41.62,0.851534249,1.59063E-05,0.7000,0.0143,0.000325783,1.03344E-05,10.33437444,0.725110578,6.458074831,41.70673052,,,,,
1/31/2019,20:03:46,0.8359,0.25,14:03:46,174780,840,19.98,26.66,78587,41.62,1.200514286,1.67397E-05,0.7367,0.0510,0.001159117,3.67648E-05,36.76483504,1.441234552,31.30095545,979.749812,,,,,
1/31/2019,20:03:46,0.8359,0.25,14:03:46,175282,846,25.4,26.64,78589,41.62,1.822708958,1.69397E-05,0.7455,0.0598,0.001359117,4.31045E-05,43.10445693,3.322267944,34.81008934,1211.74232,,,,,
1/31/2019,20:03:47,0.8360,0.25,14:03:47,175783,847,32.53,26.67,78590,41.62,2.641204899,0.000016973,0.7470,0.0613,0.00139245,4.41655E-05,44.16548253,6.975963321,32.1476132,1033.469035,,,,,
1/31/2019,20:03:47,0.8360,0.25,14:03:47,176285,850,42.93,26.66,78602,41.62,3.835083973,0.000017073,0.7514,0.0657,0.00149245,4.73285E-05,47.32845905,14.70786908,29.87939503,892.7782476,,,,,
1/31/2019,20:03:48,0.8360,0.25,14:03:48,176787,860,55.02,26.66,78618,41.62,5.222968397,1.74063E-05,0.7661,0.0804,0.001825783,5.78873E-05,57.88731569,27.27939887,34.12448786,1164.480671,,,,,
1/31/2019,20:03:48,0.8360,0.25,14:03:48,177289,874,65,26.66,78630,41.62,6.368633123,0.000017873,0.7866,0.1009,0.00229245,7.26721E-05,72.67210746,40.55948786,43.69742166,1909.46466,,,,,
1/31/2019,20:03:49,0.8360,0.25,14:03:49,177790,856,70.98,26.67,78647,41.65,7.055113591,0.000017273,0.7602,0.0745,0.00169245,5.36419E-05,53.64192298,49.77462778,21.54430023,464.1568723,,,,,
1/31/2019,20:03:49,0.8360,0.25,14:03:49,178292,860,72.41,26.67,78645,41.65,7.219271963,1.74063E-05,0.7661,0.0804,0.001825783,5.78694E-05,57.86937225,52.11788768,25.02496023,626.2486345,,,,,
1/31/2019,20:03:50,0.8360,0.25,14:03:50,178794,846,71.6,26.66,78667,41.68,7.126287151,1.69397E-05,0.7455,0.0598,0.001359117,4.30646E-05,43.06459073,50.78396856,10.64318523,113.2773918,,,,,
1/31/2019,20:03:50,0.8360,0.25,14:03:50,179299,839,70.83,26.67,78668,41.72,7.037894181,1.67063E-05,0.7352,0.0495,0.001125783,3.5672E-05,35.67199299,49.5319545,3.652704778,13.3422522,,,,,
1/31/2019,20:03:51,0.8360,0.25,14:03:51,179801,831,71.77,26.66,78668,41.75,7.145802482,1.64397E-05,0.7235,0.0378,0.000859117,2.72214E-05,27.22138594,51.06249311,-5.288798709,27.97139178,,,,,
1/31/2019,20:03:51,0.8360,0.25,14:03:51,180302,867,74.99,26.67,78669,41.79,7.515445811,1.76397E-05,0.7763,0.0906,0.002059117,6.52451E-05,65.24511043,56.48192573,31.05334435,964.3101951,,,,,
